,sentence,age,gender,language,paths
9061,"Μονάχα γιατί τόσο ωραία μ’ αγάπησες, έζησα",not_defined,not_defined,Greek,common_voice_el_20513616.wav
9062,"Ν' αφήσει όμως την Πατρίδα, την ώρα του κινδύνου, ποτέ!",thirties,male,Greek,common_voice_el_20750496.wav
9063,ακόμη απών,thirties,male,Greek,common_voice_el_20663114.wav
9064,Γιατί πονούσα πολύ μέσα στην κακοήθεια και στην αταξία του παλατιού.,fifties,male,Greek,common_voice_el_20738512.wav
9065,Είναι πολύ μεγάλο.,thirties,male,Greek,common_voice_el_20735047.wav
9066,Οταν έφτασε η σειρά του άνοιξε το στόμα του για να παραγγείλει,thirties,male,Greek,common_voice_el_20678934.wav
9067,Σαν πολύ εύκολα μου φαίνονται όλα,thirties,male,Greek,common_voice_el_20517309.wav
9068,για την κατάντια του Κράτους μας,not_defined,not_defined,Greek,common_voice_el_20905693.wav
9069,κι έτσι μένουν άχρηστα τα χέρια μου.,thirties,male,Greek,common_voice_el_20795233.wav
9070,Αμέσως ξέσπασαν και οι φωνές.,thirties,male,Greek,common_voice_el_20862635.wav
9071,φώναξε το Βασιλόπουλο δείχνοντας το γέρο πατέρα του,not_defined,not_defined,Greek,common_voice_el_21365215.wav
9072,Έχουμε δουλειά άντε να τελειώνουμε καμιά ώρα,fourties,male,Greek,common_voice_el_20732415.wav
9073,μόλις την είδε.,not_defined,not_defined,Greek,common_voice_el_20578188.wav
9074,Κατέβηκε βιαστικά από το βράχο κι έτρεξε στην αδελφή του.,fourties,male,Greek,common_voice_el_20583951.wav
9075,Τη δουλειά που έχει χρέος να κάνει κάθε πατριώτης,not_defined,not_defined,Greek,common_voice_el_20642856.wav
9076,Σαν έφθασε κάτω στο μεταλλείο,not_defined,not_defined,Greek,common_voice_el_20520124.wav
9077,Πως ποτέ δε θα καταφέρω να εκτελέσω το σκοπό μου,thirties,male,Greek,common_voice_el_20750369.wav
9078,"Αμέ, σιδεράς είναι η τέχνη μου, παλικάρι μου",fourties,male,Greek,common_voice_el_20732707.wav
9079,δεν ξέρω τι σ' έχει πιάσει!,not_defined,male,Greek,common_voice_el_20577123.wav
9080,"Τα είδε το Βασιλόπουλο που γέμιζαν τον τόπο, και στοχάστηκε να τα χρησιμοποιήσει αμέσως.",not_defined,not_defined,Greek,common_voice_el_20569518.wav
9081,Και με μια πετριά σκότωσε μια πάπια,thirties,male,Greek,common_voice_el_20704916.wav
9082,"Για τη χώρα, αποκρίθηκε η Ειρηνούλα.",thirties,male,Greek,common_voice_el_20864775.wav
9083,σα να περνούσες κάπου εκεί σιμά μου.,thirties,male,Greek,common_voice_el_20664625.wav
9084,Ξέρει και μερικά άλλα,thirties,male,Greek,common_voice_el_20704936.wav
9085,χωρίς να του απαντήσει,thirties,male,Greek,common_voice_el_20975095.wav
9086,"Να η φρουρά, να και ο στρατός, αποκρίθηκε.",not_defined,not_defined,Greek,common_voice_el_20526812.wav
9087,"Σαν είδε και αναγνώρισε το δικαστή, πρόσταξε να τον φέρουν μπροστά του.",not_defined,not_defined,Greek,common_voice_el_20905710.wav
9088,αφήνοντας το χαρανί της στη φροντίδα του Πολύκαρπου,fifties,male,Greek,common_voice_el_20581682.wav
9089,με τα φλουριά που θα πάρουμε,fourties,male,Greek,common_voice_el_20738814.wav
9090,"Ε, καλά! Μένει το ποτάμι.",not_defined,not_defined,Greek,common_voice_el_21092747.wav
9091,Ύστερα σημάδεψε και σκότωσε και άλλα αγριόπουλα.,not_defined,not_defined,Greek,common_voice_el_20614001.wav
9092,Μα η γριά είχε δουλειές στο σπίτι.,not_defined,not_defined,Greek,common_voice_el_20793823.wav
9093,"Διόρθωσέ τον, αποκρίθηκε η κόρη.",fourties,male,Greek,common_voice_el_20691706.wav
9094,Σηκώθηκε επανάσταση στη χώρα.,not_defined,not_defined,Greek,common_voice_el_20793850.wav
9095,που στέκουνταν στην πόρτα του πύργου και τον φώναζαν ανήσυχα.,twenties,male,Greek,common_voice_el_20744153.wav
9096,Ο Βασιλιάς ετοιμάζεται να το στρίψει,thirties,male,Greek,common_voice_el_20993226.wav
9097,Κουτός είμαι 'γω για να με πιάσουν;,thirties,male,Greek,common_voice_el_20663070.wav
9098,αλλά δεν είχε τι άλλο να κάνει και θα μπορούσε ίσως να ξεμπερδέψει νωρίτερα,not_defined,male,Greek,common_voice_el_20585190.wav
9099,Τα κατάφερες; ρώτησε.,thirties,male,Greek,common_voice_el_20806821.wav
9100,Τι καλά! Το ίδιο κι εμείς.,not_defined,not_defined,Greek,common_voice_el_20513591.wav
9101,"Δεν είναι τίποτα, μια τσουγκρανιά μόνο, αποκρίθηκε ο Πολύδωρος.",not_defined,not_defined,Greek,common_voice_el_20577897.wav
9102,Και γύρισε να φύγει.,not_defined,not_defined,Greek,common_voice_el_21092749.wav
9103,"Φύγε, Αφέντη!",not_defined,not_defined,Greek,common_voice_el_20791635.wav
9104,Γέφυρα;,fourties,male,Greek,common_voice_el_20691676.wav
9105,θέλω με τα μάτια μου να τα δω αυτά που λες.,not_defined,not_defined,Greek,common_voice_el_20793856.wav
9106,και ξαπλώθηκε στο γρασίδι να ξελαχανιάσει.,fifties,male,Greek,common_voice_el_20729724.wav
9107,"Να χτίσω ένα κοταριό, να σε χαρώ",thirties,male,Greek,common_voice_el_20516903.wav
9108,Αλλά έξαφνα σταμάτησε κι έτριψε τα μάτια του.,not_defined,not_defined,Greek,common_voice_el_20613745.wav
9109,Τι να του κάνω;,not_defined,not_defined,Greek,common_voice_el_20513581.wav
9110,Πολλές ώρες περπατούσαν στον ξερό απέραντο κάμπο.,not_defined,not_defined,Greek,common_voice_el_20513604.wav
9111,και μυστικά έκανε νόημα του πατέρα του,not_defined,not_defined,Greek,common_voice_el_20568741.wav
9112,μαύρες πια από τον καιρό και την υγρασία.,thirties,male,Greek,common_voice_el_20799560.wav
9113,"ή ό,τι άλλο ασυνείδητο;",thirties,male,Greek,common_voice_el_20678935.wav
9114,Πώς αυτό;,not_defined,not_defined,Greek,common_voice_el_20791633.wav
9115,Μπα; Μακριά πάτε.,not_defined,not_defined,Greek,common_voice_el_20586419.wav
9116,Και με μεγάλα βήματα βγήκε από το δάσος,not_defined,not_defined,Greek,common_voice_el_20791645.wav
9117,Κανένα παράθυρο δεν ήταν φωτισμένο.,not_defined,not_defined,Greek,common_voice_el_20791636.wav
9118,χωρίς να του δώσει καμία σημασία,not_defined,not_defined,Greek,common_voice_el_20517546.wav
9119,ας φροντίσουν για τον εαυτό τους.,not_defined,not_defined,Greek,common_voice_el_20578272.wav
9120,Είναι εντελώς φυσικά προϊόντα με μικρή ημερομηνία λήξης,thirties,male,Greek,common_voice_el_20758013.wav
9121,Το Βασιλόπουλο πήρε από το μάτσο το μερτικό του δασκάλου,not_defined,not_defined,Greek,common_voice_el_20569022.wav
9122,Ο κουλός έφθασε στην άκρη της φελούκας και γύρισε πίσω στην πλώρη,not_defined,not_defined,Greek,common_voice_el_20821170.wav
9123,Βιάζομαι να πάω πίσω.,thirties,male,Greek,common_voice_el_20447810.wav
9124,Ακόμη κι αν δεν είναι αποκριές μπορούν να μεταμφιέζονται,fourties,male,Greek,common_voice_el_20732402.wav
9125,χαμένα στις σκέψεις τους.,thirties,male,Greek,common_voice_el_20663121.wav
9126,Τι θέλετε;,not_defined,not_defined,Greek,common_voice_el_20526810.wav
9127,στέναξε ο Κακομοιρίδης.,fifties,male,Greek,common_voice_el_20620508.wav
9128,"Παρών, είπε πάλι ο κουλός.",not_defined,male,Greek,common_voice_el_20585183.wav
9129,Και πού μπορώ να τον βρω;,not_defined,not_defined,Greek,common_voice_el_20740959.wav
9130,Μα πότε νοιάστηκε τίποτα;,not_defined,not_defined,Greek,common_voice_el_20569056.wav
9131,εγώ να του δώσω δουλειά.,not_defined,not_defined,Greek,common_voice_el_20576994.wav
9132,και του έφερε η κόρη ένα σιδερένιο πιάτο.,not_defined,not_defined,Greek,common_voice_el_20568916.wav
9133,"Δεν ξέρω, Αφέντη, ποτέ μου δεν ήλθα τόσο μακριά",not_defined,not_defined,Greek,common_voice_el_20613532.wav
9134,Ξύπνησε σαν όλες τις άλλες μέρες,thirties,male,Greek,common_voice_el_20704477.wav
9135,όπου ήταν οι φυλακές,not_defined,not_defined,Greek,common_voice_el_20995269.wav
9136,Και για το στόλο μου πληρώνω.,not_defined,not_defined,Greek,common_voice_el_20879414.wav
9137,Τι θα πει αυτό;,fifties,male,Greek,common_voice_el_20581659.wav
9138,Μα πήγαν στραβά οι δουλειές του,not_defined,male,Greek,common_voice_el_20585184.wav
9139,Έβγα τώρα και πολέμα μαζί μου.,twenties,male,Greek,common_voice_el_20571942.wav
9140,Μα τι κάνεις,twenties,male,Greek,common_voice_el_20744162.wav
9141,Facang cu i ruahning leng in a chuak deuh.,twenties,female,Hakha_Chin,common_voice_cnh_17925827.wav
9142,Mi lungvar ngai a si.,thirties,male,Hakha_Chin,common_voice_cnh_17924182.wav
9143,Mi inn i rawl na hrawn tikah zohdawh tein na um lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909331.wav
9144,Fir sual an puh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928941.wav
9145,Ka nu nih cehrep in puan a rawi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927514.wav
9146,Ngakchia a si i a bah lengmang rih ko lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923195.wav
9147,A pikpak in an ra.,thirties,male,Hakha_Chin,common_voice_cnh_17904038.wav
9148,Hi vok hi a fa.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924687.wav
9149,Amah pa nih inn a khangh tih?,fourties,male,Hakha_Chin,common_voice_cnh_17925627.wav
9150,Vompi a hliam mi dawi ah a ka sawm nain ka ngamh lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909315.wav
9151,Mupi nih ar a cawk.,twenties,male,Hakha_Chin,common_voice_cnh_17928419.wav
9152,Na kut kha samh tuah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17893080.wav
9153,Ralca cu ti chiahnak ah a ṭha ngai ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926397.wav
9154,Ka tuah hrimhrim lai tiah naa kam maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927241.wav
9155,Tunai hrawng ah sungh zatlaknak na tong mi a um maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924377.wav
9156,A hna a tla mi paoh nih nan lu su u.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903609.wav
9157,Na caṭial zeidah na phanh cang?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923466.wav
9158,Ka nam a hnawl tuk caah thing ṭhatein a tan kho lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924147.wav
9159,Lung phawhnak ah tal a ṭhahnem ngai ngai.,thirties,male,Hakha_Chin,common_voice_cnh_17926257.wav
9160,Sum ah fangvoi na suk lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899607.wav
9161,Thingpar ah vate aa fu.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909082.wav
9162,Kawlram in a chuak kho lo mi zong tampi an taang rih.,twenties,female,Hakha_Chin,common_voice_cnh_17926726.wav
9163,A mawnh kho lo.,fourties,male,Hakha_Chin,common_voice_cnh_17943863.wav
9164,Nan inntung a peeng.,twenties,male,Hakha_Chin,common_voice_cnh_17924013.wav
9165,Hla phuah a thiam ngai.,thirties,male,Hakha_Chin,common_voice_cnh_17904037.wav
9166,Tisa na sat tikah i ralring.,twenties,male,Hakha_Chin,common_voice_cnh_17923197.wav
9167,Van ah phaisa a hlerh hna .,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926477.wav
9168,Paih nih a ka hiar.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926474.wav
9169,Na cazoh na daithlang lai lo.,teens,female,Hakha_Chin,common_voice_cnh_17903601.wav
9170,A hnar a fonghlei.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923620.wav
9171,A zarh mi ti a than.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903466.wav
9172,Rang ka ngeihnak kum khat lawng a si rih.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923229.wav
9173,Ka caw ka kawl lengmang nain ka hmu kho lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925387.wav
9174,A hrip hriau zungzal.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894416.wav
9175,Ka kam a chia.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923239.wav
9176,Phanah lo in vak hlah!,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923243.wav
9177,Tlang cung in thanglawi aw a thang.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899339.wav
9178,Sual hlah!,twenties,female,Hakha_Chin,common_voice_cnh_17896739.wav
9179,Kan zalonnak a him lo ahcun nun man kan ngei lo.,twenties,female,Hakha_Chin,common_voice_cnh_17926730.wav
9180,Nithla relnak.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913749.wav
9181,Inn na phan cang maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17897020.wav
9182,Ngaihchiatnak tampi an tong.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17934864.wav
9183,Nam in a keng ah a sawh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924379.wav
9184,Thir ngawi kha samh hna.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924813.wav
9185,Meithal ah zen a rawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899603.wav
9186,A hawile nih an thloh caah khualtlawn aa let.,twenties,male,Hakha_Chin,common_voice_cnh_17928414.wav
9187,Si a har tuk ahcun fir a fawi te.,twenties,male,Hakha_Chin,common_voice_cnh_17926963.wav
9188,Chuncaw ah zei dah na chuan?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903216.wav
9189,Sopum khua taw ah fu kan fep lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927250.wav
9190,Chizawh nih uico adawi.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17934454.wav
9191,Seihno na si lio ah ca i zuam.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894922.wav
9192,A pa cu sibawi a si.,twenties,female,Hakha_Chin,common_voice_cnh_17937928.wav
9193,A kedan a tla nain a zei a poi lo.,twenties,female,Hakha_Chin,common_voice_cnh_17931981.wav
9194,Merh zimziam in a ka zoh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903611.wav
9195,"Zei tiin dah na nunnak ah lungrawknak, sungh zatlaknak ti bantuk hi na tuar?",twenties,male,Hakha_Chin,common_voice_cnh_17928417.wav
9196,Nang lo cun leicung nun hi ka huam ti lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925237.wav
9197,Thisen chungtlik in a ngor.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923447.wav
9198,Fa a cawm mi va cu va chai hlah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909314.wav
9199,Ngakchia nih innkhan ah bawlung a chiah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902068.wav
9200,A ha a kuat hnu cun rawl ei aa harh ngai.,twenties,male,Hakha_Chin,common_voice_cnh_17931739.wav
9201,Innka na ong kho maw?,thirties,male,Hakha_Chin,common_voice_cnh_17925637.wav
9202,Ar a si maw?,twenties,female,Hakha_Chin,common_voice_cnh_17895173.wav
9203,Ka hawipa sinin cakuat ka hmuh.,thirties,male,Hakha_Chin,common_voice_cnh_17931435.wav
9204,Ek-ek khawh lo in na um maw?,twenties,female,Hakha_Chin,common_voice_cnh_17932825.wav
9205,Na fa a huaitam ngai.,twenties,male,Hakha_Chin,common_voice_cnh_17923217.wav
9206,Saveh te a peh ka hmuh.,thirties,male,Hakha_Chin,common_voice_cnh_17925020.wav
9207,Thaizing cu nikhua a ṭha lai.,twenties,female,Hakha_Chin,common_voice_cnh_17926744.wav
9208,Bia nan khiah tuan ah a ṭha.,twenties,male,Hakha_Chin,common_voice_cnh_17926928.wav
9209,Ka pu le nih rawl hrawn an ka auh.,twenties,male,Hakha_Chin,common_voice_cnh_17926709.wav
9210,Ka pu cu sa kah a thiam ngaimi a si an ti.,twenties,male,Hakha_Chin,common_voice_cnh_17931813.wav
9211,Nuamh nak dum ah kan kal lai.,thirties,male,Hakha_Chin,common_voice_cnh_17924743.wav
9212,Atu cu kan ram ah nengpi an um ti lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924821.wav
9213,Mei ah ka kut ka em.,thirties,male,Hakha_Chin,common_voice_cnh_17926266.wav
9214,Kha cauk kha ka uar hna.,thirties,male,Hakha_Chin,common_voice_cnh_17926268.wav
9215,Caw hrennak ah hri a ṭha bik.,twenties,female,Hakha_Chin,common_voice_cnh_17895180.wav
9216,Na angki aa dawh tuk .,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908922.wav
9217,Ka kal chom lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925240.wav
9218,Ruah tam nawn a sur caah kan hawile tiva i an kal cu kan lungsia a herh ko.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909080.wav
9219,Mi docawi aa theih tuk i leiba a liam cawk lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927935.wav
9220,Mah khi cauk khi ka duh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17938577.wav
9221,Ka thil ka ciah hna.,twenties,female,Hakha_Chin,common_voice_cnh_17925828.wav
9222,Mah hi cauk hna hi ka duhmi an si.,thirties,male,Hakha_Chin,common_voice_cnh_17925635.wav
9223,Uico a ra hih.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924824.wav
9224,Sakhithat hi ṭih a nung ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924732.wav
9225,Muthla a ṭih mi cu mi ralchia an si.,twenties,male,Hakha_Chin,common_voice_cnh_17923219.wav
9226,A nauum ah kutdonghrolh aa khih.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923816.wav
9227,Nu nih a fa rawl a khaih.,twenties,female,Hakha_Chin,common_voice_cnh_17896967.wav
9228,Na kuak zuk cu a mak ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925583.wav
9229,Nu cu fa an pawi tikah thlano an thei tawn.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894978.wav
9230,Rak ka ngiar lengmang hlah!,twenties,male,Hakha_Chin,common_voice_cnh_17926919.wav
9231,Khua a ceu cang.,twenties,female,Hakha_Chin,common_voice_cnh_17896995.wav
9232,Hika ah hin ra tuah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925562.wav
9233,Ceuceu nih a hmuh lawng aan hmuh.,twenties,male,Hakha_Chin,common_voice_cnh_17926899.wav
9234,A tar hnu cun a lung a molh ngai cang.,twenties,female,Hakha_Chin,common_voice_cnh_17936393.wav
9235,Meithal cu ralkap hriam a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913757.wav
9236,"An i ngaih tuk mi Christmas kong an ceih ah cun, thil dang vialte an philh dih.",not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925220.wav
9237,Kan ram ah daihnak um seh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925398.wav
9238,Cauk na ngei maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_18000698.wav
9239,Nizaan kha siamsaknak an tuah i an i nuam ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17916966.wav
9240,Nga tlaih ah na ka tei deuh ko.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17913633.wav
9241,Chemphut in mei ka chem.,fourties,male,Hakha_Chin,common_voice_cnh_17903636.wav
9242,Ka va kal ta lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899347.wav
9243,Ka auh nain a lu a her duh lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902868.wav
9244,Thaizing rian na ttuan lai ma?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17937652.wav
9245,A cungah lungtonnak tuah kaa tim nain ka tong kho lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894919.wav
9246,Lam pi ah kan i sulpel.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925390.wav
9247,Hipa hi a rim a nam.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925084.wav
9248,Nan karlak ah remnak um ko seh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923326.wav
9249,Atu cu an ram ahcun zaan suimilam pahra hrawng a si lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894920.wav
9250,Sibawi an si lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923214.wav
9251,Na inntung a ngawi ahcun na inn a fek lai lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924442.wav
9252,Sut cu tung ngan bik a si tawn.,twenties,male,Hakha_Chin,common_voice_cnh_17923220.wav
9253,Rawl nan ei cang maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17927517.wav
9254,Uico a si maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924735.wav
9255,Ka dawtnak hi nikhat hnu nikhat a thuk chin.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908940.wav
9256,Nupi dawh ngai ka ngei.,twenties,male,Hakha_Chin,common_voice_cnh_17927342.wav
9257,Cheeng ah a ril.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923479.wav
9258,Ti naa liau kho maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903377.wav
9259,Nizaan ka thabatnak nih nihin tiang cu a ka nguh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928303.wav
9260,Hi ti ning tein na kuak zuk a chiat tuk peng ahcun na zaw te lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894980.wav
9261,Ni a tlak ah khan inn kan phan.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925391.wav
9262,A cafung a thlak tih?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17915054.wav
9263,Hrimhnak ah ca ka rel.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894910.wav
9264,Nan ihphah a nem tuk ahcun keng a fak ve dawkaw.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17961664.wav
9265,Na dam maw?,twenties,male,Hakha_Chin,common_voice_cnh_17924012.wav
9266,Thaizing ah zeidah na tuah lai?,twenties,male,Hakha_Chin,common_voice_cnh_17926706.wav
9267,Na hawi na hlawt ahcun naa ngaichih lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926980.wav
9268,Na dir a hau.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17928346.wav
9269,Thongtla an hrem hna.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924658.wav
9270,Ka kaa a hnal.,twenties,male,Hakha_Chin,common_voice_cnh_17894444.wav
9271,A ngaingai ti ahcun.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17934426.wav
9272,Thing rawi a thiam ngai.,twenties,female,Hakha_Chin,common_voice_cnh_17895176.wav
9273,Na naam a haar ngai.,twenties,male,Hakha_Chin,common_voice_cnh_17923201.wav
9274,Paleng cu a kung le a lu a thawt an i tluk.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902079.wav
9275,Pangpar an um.,twenties,male,Hakha_Chin,common_voice_cnh_17927356.wav
9276,"Hor thukpi ah kal hmanh ning law, ka ṭih lai lo.",twenties,female,Hakha_Chin,common_voice_cnh_17937865.wav
9277,A ke a bei ruangah a ṭap.,teens,female,Hakha_Chin,common_voice_cnh_17903600.wav
9278,Tawhrolh ca na cawkmi puan kha a hme tuk.,fourties,male,Hakha_Chin,common_voice_cnh_17925628.wav
9279,Kan ram ah daihnak um ko seh.,teens,female,Hakha_Chin,common_voice_cnh_17903602.wav
9280,Thil tom kha phoih tuah.,twenties,male,Hakha_Chin,common_voice_cnh_17926947.wav
9281,Na cauk a rit maw?,twenties,male,Hakha_Chin,common_voice_cnh_17926938.wav
9282,Mihlen a hman caah a hohmanhnih an zum ti lo.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925085.wav
9283,Lentecalh hi damnak caah a ṭha.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926892.wav
9284,Zawtnak ngaihnak in sibawi nih ka ṭang a ngaih.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924454.wav
9285,Mi he an i pawl khawh lo caah amah lawng in a um.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923804.wav
9286,Na angki ah sathau aa neh.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899118.wav
9287,Sivai a ngeimi rul cu ṭih an nung ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17908904.wav
9288,An cungah mei bantuk kha an tla.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899608.wav
9289,Na pum ah nangmah hmelchunhnak ding a um maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17926400.wav
9290,Na ruah ning a hmaan lo ahcun na tuahmi zong a hmaan lai lo.,thirties,male,Hakha_Chin,common_voice_cnh_17924746.wav
9291,Na sam naa met lai lo maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17899116.wav
9292,"Khah, i ranh tuah.",not_defined,not_defined,Hakha_Chin,common_voice_cnh_17925869.wav
9293,Na rian a ol maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902865.wav
9294,Mitchinh kamseh in a rian dih dingah a ṭuan.,twenties,male,Hakha_Chin,common_voice_cnh_17923345.wav
9295,Keimah ning ka si ko.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17909332.wav
9296,Suimilam pakhat kan i din lai i kan i hrim lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922201.wav
9297,Na thil a kil lengmang tu kha keimah dawkaw ka si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17902324.wav
9298,Kan inn cu thing inn a si.,thirties,male,Hakha_Chin,common_voice_cnh_17904036.wav
9299,Fiar a hmanmi aa phuhrung.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923240.wav
9300,Cengkol sa cu a thaw ngai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923801.wav
9301,"Ka dawt, ka mawn lio hmanh ah kaan duh ṭhiam ko.",not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924801.wav
9302,Aho poh nan ra kho.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17895161.wav
9303,Ka min a ka sa tu cu ka pa a si.,fourties,male,Hakha_Chin,common_voice_cnh_17903638.wav
9304,Tlangval dawh ngai a si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17904228.wav
9305,Lunglawm in khua an sa .,twenties,female,Hakha_Chin,common_voice_cnh_17937943.wav
9306,Innkaa pakhat deuh kha ong.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17923228.wav
9307,Amah miphun lila a rialmi cu mi ṭha lo an si.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17922195.wav
9308,Thing an hau tuk caah kan tlang hna cu an kawng dih cang.,twenties,female,Hakha_Chin,common_voice_cnh_17903208.wav
9309,Phul nan hrawt cang maw?,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17903563.wav
9310,Rua fung in la an kah.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17894977.wav
9311,Cawhnuk kha a pelpawite lawng ka din lai.,not_defined,not_defined,Hakha_Chin,common_voice_cnh_17924380.wav
